Country,LastUpdate,Category,Indicator (text in app),value
LUX,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
MLT,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
NLD,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
NOR,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
POL,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
PRT,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ROU,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SVK,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SVN,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ESP,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SWE,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CHE,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
AUT,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
BGR,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
BEL,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
HRV,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CYP,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CZE,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
DNK,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
EST,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
FIN,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
FRA,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
DEU,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
GRC,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
HUN,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ISL,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
IRL,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ITA,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LVA,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LIE,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LTU,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LUX,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
MLT,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
NLD,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
NOR,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
POL,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
PRT,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ROU,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SVK,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SVN,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ESP,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SWE,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CHE,17.06.2021 14:08,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
AUT,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
BEL,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
BGR,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
HRV,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CYP,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CZE,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
EST,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
DNK,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
FIN,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
FRA,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
DEU,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
GRC,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
HUN,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ISL,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
IRL,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ITA,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LVA,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LIE,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LTU,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LUX,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
MLT,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
NLD,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
NOR,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
POL,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
PRT,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ROU,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SVK,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SVN,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ESP,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SWE,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CHE,18.06.2021 7:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
AUT,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
BEL,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
BGR,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
HRV,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CYP,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CZE,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
DNK,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
EST,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
FIN,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
FRA,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
DEU,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
GRC,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
HUN,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ISL,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
IRL,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ITA,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LVA,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LIE,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LTU,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LUX,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
MLT,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
NLD,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
NOR,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
POL,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
PRT,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ROU,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SVK,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SVN,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ESP,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SWE,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CHE,21.06.2021 9:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
AUT,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
BEL,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
BGR,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
HRV,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CYP,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CZE,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
DNK,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
EST,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
FIN,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
FRA,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
DEU,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
GRC,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
HUN,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ISL,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
IRL,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ITA,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LVA,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LIE,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LTU,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LUX,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
MLT,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
NLD,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
NOR,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
POL,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
PRT,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ROU,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SVK,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SVN,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ESP,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SWE,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CHE,22.06.2021 8:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
BEL,23.06.2021 8:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
BGR,23.06.2021 8:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
HRV,23.06.2021 8:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CYP,23.06.2021 8:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
AUT,23.06.2021 8:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
